paper_id,title,publication_date,journal,authors,citation_count,concepts
W1980583020,Nanoscale magnetic sensing with an individual electronic spin in diamond,2008-10-01,N/A,"J. R. Maze, Paul L. Stanwix, J. S. Hodges, Sungkun Hong, Jacob M. Taylor, Paola Cappellaro, Liang Jiang, Meenakshi Dutt, Emre Togan, A. S. Zibrov, Amir Yacoby, Ronald L. Walsworth, Mikhail D. Lukin",1781,https://openalex.org/C2776921476|Diamond|0.8187954;https://openalex.org/C2778870898|Spins|0.7346119;https://openalex.org/C115260700|Magnetic field|0.6884074;https://openalex.org/C42704618|Spin (aerodynamics)|0.6102845;https://openalex.org/C147120987|Electron|0.51546293;https://openalex.org/C45206210|Nanoscopic scale|0.49301574;https://openalex.org/C89143813|Quantum sensor|0.47505638;https://openalex.org/C121332964|Physics|0.46133885;https://openalex.org/C26873012|Condensed matter physics|0.45907897;https://openalex.org/C116696211|Nitrogen-vacancy center|0.45827696;https://openalex.org/C203087015|Qubit|0.4566459;https://openalex.org/C138268822|Resolution (logic)|0.41874844;https://openalex.org/C192562407|Materials science|0.40174627;https://openalex.org/C171250308|Nanotechnology|0.38351932;https://openalex.org/C84114770|Quantum|0.37539136;https://openalex.org/C49040817|Optoelectronics|0.3296212;https://openalex.org/C169699857|Quantum information|0.30680263;https://openalex.org/C186468114|Quantum network|0.15563875;https://openalex.org/C62520636|Quantum mechanics|0.08772984;https://openalex.org/C159985019|Composite material|0.0;https://openalex.org/C97355855|Thermodynamics|0.0;https://openalex.org/C154945302|Artificial intelligence|0.0;https://openalex.org/C41008148|Computer science|0.0
W1970006170,Unconditional Security of Quantum Key Distribution over Arbitrarily Long Distances,1999-03-26,N/A,"Hoi-Kwong Lo, H. F. Chau",1768,https://openalex.org/C95466800|Quantum key distribution|0.8167863;https://openalex.org/C41008148|Computer science|0.6584087;https://openalex.org/C77618280|Scheme (mathematics)|0.57442343;https://openalex.org/C26517878|Key (lock)|0.5513152;https://openalex.org/C187486625|Quantum channel|0.5384554;https://openalex.org/C41241483|Quantum capacity|0.52789223;https://openalex.org/C84114770|Quantum|0.52417725;https://openalex.org/C144901912|Quantum cryptography|0.5044831;https://openalex.org/C127162648|Channel (broadcasting)|0.48340335;https://openalex.org/C80444323|Theoretical computer science|0.4193911;https://openalex.org/C186468114|Quantum network|0.4015503;https://openalex.org/C33923547|Mathematics|0.30446097;https://openalex.org/C58053490|Quantum computer|0.29190588;https://openalex.org/C169699857|Quantum information|0.27232927;https://openalex.org/C38652104|Computer security|0.2415207;https://openalex.org/C31258907|Computer network|0.17929736;https://openalex.org/C62520636|Quantum mechanics|0.17621902;https://openalex.org/C121332964|Physics|0.15546712;https://openalex.org/C134306372|Mathematical analysis|0.0
W2897264299,Quantum internet: A vision for the road ahead,2018-10-18,N/A,"Stephanie Wehner, David Elkouss, Ronald Hanson",1755,https://openalex.org/C110875604|The Internet|0.8533271;https://openalex.org/C41008148|Computer science|0.6788991;https://openalex.org/C84114770|Quantum|0.5909929;https://openalex.org/C186468114|Quantum network|0.5546229;https://openalex.org/C182306322|Order (exchange)|0.4139155;https://openalex.org/C58053490|Quantum computer|0.40753603;https://openalex.org/C76155785|Telecommunications|0.3414442;https://openalex.org/C136764020|World Wide Web|0.16311318;https://openalex.org/C121332964|Physics|0.1623402;https://openalex.org/C144133560|Business|0.11124873;https://openalex.org/C62520636|Quantum mechanics|0.06894392;https://openalex.org/C10138342|Finance|0.0
W2086947442,Quantum repeaters based on atomic ensembles and linear optics,2011-03-21,N/A,"Nicolas Sangouard, Christoph Simon, Hugues de Riedmatten, Nicolas Gisin",1744,https://openalex.org/C121332964|Physics|0.81785226;https://openalex.org/C121040770|Quantum entanglement|0.77378964;https://openalex.org/C195545963|Repeater (horology)|0.61824393;https://openalex.org/C22984246|Quantum imaging|0.60067755;https://openalex.org/C5320026|Quantum information science|0.5776524;https://openalex.org/C62520636|Quantum mechanics|0.57387966;https://openalex.org/C159317903|Photon|0.55540556;https://openalex.org/C89143813|Quantum sensor|0.54803175;https://openalex.org/C187486625|Quantum channel|0.52737737;https://openalex.org/C84114770|Quantum|0.49364412;https://openalex.org/C169699857|Quantum information|0.48942176;https://openalex.org/C68717125|Quantum optics|0.47621498;https://openalex.org/C186468114|Quantum network|0.4727441;https://openalex.org/C190463098|Quantum technology|0.4211012;https://openalex.org/C121864883|Statistical physics|0.3446644;https://openalex.org/C190474826|Open quantum system|0.2572602;https://openalex.org/C41008148|Computer science|0.23491928;https://openalex.org/C125411270|Encoding (memory)|0.10848385;https://openalex.org/C154945302|Artificial intelligence|0.0
W1979029367,Quantum nature of a strongly coupled single quantum dot–cavity system,2007-01-28,N/A,"K. Hennessy, A. Badolato, Martin Winger, Dario Gerace, Mete Atatüre, S. Gulde, Stefan Fält, Evelyn L. Hu, Ataç İmamoğlu",1737,https://openalex.org/C74939445|Cavity quantum electrodynamics|0.8517995;https://openalex.org/C124657808|Quantum dot|0.7724489;https://openalex.org/C121332964|Physics|0.7298723;https://openalex.org/C74130334|Quantum dot laser|0.55605;https://openalex.org/C190474826|Open quantum system|0.5391266;https://openalex.org/C169699857|Quantum information|0.5243578;https://openalex.org/C190463098|Quantum technology|0.5216085;https://openalex.org/C89143813|Quantum sensor|0.5175466;https://openalex.org/C183968085|Trapped ion quantum computer|0.47400817;https://openalex.org/C89298294|Electro-absorption modulator|0.4735241;https://openalex.org/C121040770|Quantum entanglement|0.4599558;https://openalex.org/C186468114|Quantum network|0.45595717;https://openalex.org/C62520636|Quantum mechanics|0.4548098;https://openalex.org/C22984246|Quantum imaging|0.45364946;https://openalex.org/C68717125|Quantum optics|0.4378897;https://openalex.org/C84114770|Quantum|0.43554723;https://openalex.org/C9652623|Field (mathematics)|0.42224497;https://openalex.org/C108225325|Semiconductor|0.24702686;https://openalex.org/C121477167|Semiconductor laser theory|0.090429395;https://openalex.org/C33923547|Mathematics|0.0;https://openalex.org/C202444582|Pure mathematics|0.0
W2131245179,High-sensitivity diamond magnetometer with nanoscale resolution,2008-09-14,N/A,"Jacob M. Taylor, Paola Cappellaro, Lilian Childress, Liang Jiang, Dmitry Budker, Philip Hemmer, Amir Yacoby, Ronald L. Walsworth, Mikhail D. Lukin",1710,https://openalex.org/C153946474|Magnetometer|0.76931405;https://openalex.org/C121332964|Physics|0.7368402;https://openalex.org/C89143813|Quantum sensor|0.6558963;https://openalex.org/C2778870898|Spins|0.6296928;https://openalex.org/C116696211|Nitrogen-vacancy center|0.6201017;https://openalex.org/C2776921476|Diamond|0.6187505;https://openalex.org/C115260700|Magnetic field|0.593295;https://openalex.org/C2779343474|Context (archaeology)|0.5213667;https://openalex.org/C115051666|Ranging|0.46431538;https://openalex.org/C45206210|Nanoscopic scale|0.43042368;https://openalex.org/C171250308|Nanotechnology|0.40776217;https://openalex.org/C84114770|Quantum|0.37081397;https://openalex.org/C169699857|Quantum information|0.3055075;https://openalex.org/C26873012|Condensed matter physics|0.2570494;https://openalex.org/C192562407|Materials science|0.14637014;https://openalex.org/C186468114|Quantum network|0.09467083;https://openalex.org/C62520636|Quantum mechanics|0.07747722;https://openalex.org/C151730666|Paleontology|0.0;https://openalex.org/C76155785|Telecommunications|0.0;https://openalex.org/C41008148|Computer science|0.0;https://openalex.org/C159985019|Composite material|0.0;https://openalex.org/C86803240|Biology|0.0
W1490521149,Demonstrating the viability of universal quantum computation using teleportation and single-qubit operations,1999-11-01,N/A,"Daniel Gottesman, Isaac L. Chuang",1689,https://openalex.org/C91717678|Quantum teleportation|0.7151589;https://openalex.org/C203087015|Qubit|0.6197228;https://openalex.org/C136197465|Variety (cybernetics)|0.61288655;https://openalex.org/C58053490|Quantum computer|0.60992604;https://openalex.org/C154255573|Teleportation|0.5499071;https://openalex.org/C41008148|Computer science|0.51649475;https://openalex.org/C186468114|Quantum network|0.49617442;https://openalex.org/C121332964|Physics|0.42940742;https://openalex.org/C187678412|Superdense coding|0.42691016;https://openalex.org/C19271316|One-way quantum computer|0.42116746;https://openalex.org/C118704821|Bell state|0.4152575;https://openalex.org/C62520636|Quantum mechanics|0.4126247;https://openalex.org/C84114770|Quantum|0.40457064;https://openalex.org/C187486625|Quantum channel|0.33438438;https://openalex.org/C184720557|Topology (electrical circuits)|0.33099747;https://openalex.org/C121040770|Quantum entanglement|0.3103473;https://openalex.org/C33923547|Mathematics|0.1821222;https://openalex.org/C114614502|Combinatorics|0.04818341;https://openalex.org/C154945302|Artificial intelligence|0.0
W2119046658,"Introduction to quantum noise, measurement, and amplification",2010-04-15,N/A,"Aashish A. Clerk, Michel Devoret, S. M. Girvin, Florian Marquardt, Robert Schoelkopf",1665,https://openalex.org/C121332964|Physics|0.89577687;https://openalex.org/C180214583|Quantum limit|0.75859606;https://openalex.org/C111996192|Quantum noise|0.6223414;https://openalex.org/C22984246|Quantum imaging|0.55776393;https://openalex.org/C111861475|Quantum amplifier|0.521929;https://openalex.org/C177731217|Mesoscopic physics|0.51546365;https://openalex.org/C190474826|Open quantum system|0.51334137;https://openalex.org/C51003876|Quantum error correction|0.5090256;https://openalex.org/C190463098|Quantum technology|0.499583;https://openalex.org/C84114770|Quantum|0.4877968;https://openalex.org/C62520636|Quantum mechanics|0.48352313;https://openalex.org/C89143813|Quantum sensor|0.48176408;https://openalex.org/C99498987|Noise (video)|0.47999972;https://openalex.org/C95013731|Quantum metrology|0.4237887;https://openalex.org/C186468114|Quantum network|0.41028112;https://openalex.org/C169699857|Quantum information|0.36704606;https://openalex.org/C41008148|Computer science|0.06328595;https://openalex.org/C154945302|Artificial intelligence|0.0;https://openalex.org/C115961682|Image (mathematics)|0.0
W2983536868,Introductory Quantum Optics,2004-10-28,N/A,"Christopher C. Gerry, P. L. Knight",1609,https://openalex.org/C121332964|Physics|0.71269834;https://openalex.org/C66601787|Nonclassical light|0.67938167;https://openalex.org/C74939445|Cavity quantum electrodynamics|0.6528036;https://openalex.org/C62520636|Quantum mechanics|0.6306691;https://openalex.org/C190463098|Quantum technology|0.6021048;https://openalex.org/C68717125|Quantum optics|0.5818443;https://openalex.org/C190474826|Open quantum system|0.5501762;https://openalex.org/C22984246|Quantum imaging|0.4969261;https://openalex.org/C161166931|Quantum simulator|0.46350044;https://openalex.org/C28855332|Quantization (signal processing)|0.45536157;https://openalex.org/C186468114|Quantum network|0.43712765;https://openalex.org/C159317903|Photon|0.41753703;https://openalex.org/C169699857|Quantum information|0.41686112;https://openalex.org/C152026323|Coherent states|0.41226485;https://openalex.org/C84114770|Quantum|0.3716632;https://openalex.org/C33923547|Mathematics|0.10248318;https://openalex.org/C11413529|Algorithm|0.0
W1968850365,Superconducting quantum circuits at the surface code threshold for fault tolerance,2014-04-01,N/A,"R. Barends, J. Kelly, A. Megrant, Andrzej Veitia, D. Sank, E. Jeffrey, T. White, J. Mutus, Austin G. Fowler, B. Campbell, Y. Chen, Z. Chen, B. Chiaro, A. Dunsworth, C. Neill, P. O’Malley, P. Roushan, A. Vainsencher, J. Wenner, Alexander N. Korotkov, A. N. Cleland, John M. Martinis",1604,https://openalex.org/C51003876|Quantum error correction|0.75650513;https://openalex.org/C58053490|Quantum computer|0.66307664;https://openalex.org/C203087015|Qubit|0.61066455;https://openalex.org/C137019171|Quantum algorithm|0.5285983;https://openalex.org/C169699857|Quantum information|0.50253844;https://openalex.org/C119382340|Superconducting quantum computing|0.50087976;https://openalex.org/C186468114|Quantum network|0.50062394;https://openalex.org/C41008148|Computer science|0.49010047;https://openalex.org/C124148022|Quantum circuit|0.45318764;https://openalex.org/C62520636|Quantum mechanics|0.43313503;https://openalex.org/C121332964|Physics|0.41826618;https://openalex.org/C184720557|Topology (electrical circuits)|0.40671146;https://openalex.org/C84114770|Quantum|0.35695195;https://openalex.org/C33923547|Mathematics|0.27316236;https://openalex.org/C114614502|Combinatorics|0.0
W2798434869,Supervised learning with quantum-enhanced feature spaces,2019-03-13,N/A,"Vojtěch Havlíček, Antonio Córcoles, Kristan Temme, Aram W. Harrow, Abhinav Kandala, Jerry M. Chow, Jay Gambetta",1592,https://openalex.org/C2779094486|Quantum machine learning|0.8563682;https://openalex.org/C58053490|Quantum computer|0.74329925;https://openalex.org/C41008148|Computer science|0.6431494;https://openalex.org/C137019171|Quantum algorithm|0.6089684;https://openalex.org/C12267149|Support vector machine|0.5272267;https://openalex.org/C83665646|Feature vector|0.5269471;https://openalex.org/C15706264|Quantum state|0.48349646;https://openalex.org/C154945302|Artificial intelligence|0.47846648;https://openalex.org/C62641251|Quantum sort|0.46024814;https://openalex.org/C122280245|Kernel method|0.44830385;https://openalex.org/C84114770|Quantum|0.42475754;https://openalex.org/C190463098|Quantum technology|0.42312512;https://openalex.org/C11413529|Algorithm|0.38235474;https://openalex.org/C153180895|Pattern recognition (psychology)|0.35180935;https://openalex.org/C80444323|Theoretical computer science|0.34150034;https://openalex.org/C186468114|Quantum network|0.340406;https://openalex.org/C190474826|Open quantum system|0.2682735;https://openalex.org/C121332964|Physics|0.12425491;https://openalex.org/C62520636|Quantum mechanics|0.09460059
W2108067022,Manipulating the Quantum State of an Electrical Circuit,2002-05-03,N/A,"D. Vion, A. Aassime, Audrey Cottet, P. Joyez, H. Pothier, C. Urbina, D. Esteve, Michel Devoret",1566,https://openalex.org/C2781181686|Coherence (philosophical gambling strategy)|0.6321021;https://openalex.org/C48103436|State (computer science)|0.60058993;https://openalex.org/C84114770|Quantum|0.5649125;https://openalex.org/C121332964|Physics|0.5325583;https://openalex.org/C44838205|Microwave|0.5037164;https://openalex.org/C15706264|Quantum state|0.4908877;https://openalex.org/C143724316|Series (stratigraphy)|0.48691785;https://openalex.org/C89143813|Quantum sensor|0.45494628;https://openalex.org/C49040817|Optoelectronics|0.42050502;https://openalex.org/C58053490|Quantum computer|0.40428442;https://openalex.org/C62520636|Quantum mechanics|0.34143797;https://openalex.org/C186468114|Quantum network|0.2721572;https://openalex.org/C41008148|Computer science|0.21500981;https://openalex.org/C86803240|Biology|0.0;https://openalex.org/C151730666|Paleontology|0.0;https://openalex.org/C11413529|Algorithm|0.0
